Accuracy,Precision,Recall,F1 Score,AUC,PR AUC,Train Accuracy,Train F1,Model,Best Params
0.8542622950819672,0.856547620758147,0.8839015151515153,0.8668837155663999,0.9191906665864998,0.9243588395500965,0.8791262302390178,0.8915427418520533,Logistic Regression,"{'model__C': 1, 'model__solver': 'lbfgs'}"
0.8343169398907104,0.8354040905124496,0.8715909090909092,0.8506146078422553,0.9139843374218375,0.9245713521172239,0.8766468913960427,0.8893355459836831,SVM (RBF),"{'model__C': 1, 'model__gamma': 'auto'}"
0.8313661202185791,0.8241892911010558,0.8780303030303029,0.8493811574538375,0.8976762916867085,0.8836559737593411,0.8774836253900758,0.8908698536328421,KNN,"{'model__n_neighbors': 7, 'model__weights': 'uniform'}"
0.801256830601093,0.8145790794571284,0.8291666666666668,0.817425675471538,0.8508768237934905,0.815565818444659,0.8559685881828469,0.8695530595491002,Decision Tree,"{'model__criterion': 'gini', 'model__max_depth': 3, 'model__min_samples_split': 2}"
