Accuracy,Precision,Recall,F1 Score,AUC,PR AUC,Train Accuracy,Train F1,Model,Best Params
0.8378142076502731,0.8445954601352735,0.865909090909091,0.8518626926652374,0.9151149390732725,0.9274405895294798,0.9412194369191728,0.9468830602627548,Random Forest,"{'model__max_depth': None, 'model__min_samples_split': 10, 'model__n_estimators': 400}"
0.8181420765027323,0.8157491726273086,0.8594696969696971,0.8345024754087076,0.8900575697450698,0.9027947815169398,0.9784849627927713,0.9802623097695575,Gradient Boosting,"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 100}"
0.8443169398907104,0.8414537752037752,0.8835227272727273,0.8587716396325273,0.8962752525252524,0.9006669749024487,0.8832858955454203,0.8953071039107667,AdaBoost,"{'model__learning_rate': 0.5, 'model__n_estimators': 50}"
0.8246994535519125,0.8336222500696184,0.8473484848484848,0.837788594310964,0.8882375340708675,0.8980861739837278,1.0,1.0,XGBoost,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}"
