Accuracy,Precision,Recall,F1 Score,AUC,PR AUC,Train Accuracy,Train F1,Model
0.5430601092896176,0.5430601092896176,1.0,0.7038524663543315,0.5,0.5430601092896176,0.5430472206028599,0.7038620481488453,Dummy (Most Frequent)
0.8542622950819672,0.856547620758147,0.8839015151515153,0.8668837155663999,0.9191906665864998,0.9243588395500965,0.8791262302390178,0.8915427418520533,Logistic Regression
0.8312021857923497,0.8341061879297174,0.8653409090909092,0.8466312641182248,0.9072358004649672,0.9200027764698924,0.9255032406296081,0.9330016204365646,SVM (RBF)
0.8248087431693989,0.8173263118994827,0.8780303030303029,0.8450575665630824,0.890220533710117,0.8654054437462092,0.8874284146634205,0.8983491968268318,KNN
0.7285245901639344,0.7486308710446641,0.75625,0.749616659958216,0.7264054232804232,0.698524911813766,1.0,1.0,Decision Tree
