Accuracy,Precision,Recall,F1 Score,AUC,PR AUC,Train Accuracy,Train F1,Model
0.8213661202185791,0.8416743727994133,0.8354166666666668,0.834134099315607,0.9042083784271284,0.9037177034552863,1.0,1.0,Random Forest
0.8049180327868853,0.8045384155140253,0.8475378787878787,0.8225702390676606,0.8799916325957993,0.8980850566380643,0.9966907856383527,0.9969639141975751,Gradient Boosting
0.8179234972677595,0.8200010173512897,0.8528409090909091,0.8314471814794748,0.8869340728715729,0.8890381338616333,0.8932032509173211,0.9026505281137462,AdaBoost
0.8082513661202185,0.8187638287638288,0.8354166666666666,0.8237594096764,0.871666816979317,0.8803829251527355,1.0,1.0,XGBoost
